대여소번호,대여소명,전체이용건수,최초관측일,최종관측일,출근시간비중,퇴근시간비중,주말비중,심야비중,자치구,상세주소,위도,경도,설치일,거치대수,운영방식,관측일수,일평균이용건수,거치대당일평균이용건수,일평균이용건수점수,출근시간비중점수,퇴근시간비중점수,주말비중점수,거치대당일평균이용건수점수,동일가중치점수,집중운영점수,우선관리등급,군집
4931,4931. 디에이치퍼스티어아이파크 124동 앞,8332,2025-06-01,2026-06-30,0.23631781084973597,0.22035525684109458,0.24807969275084013,0.16190590494479118,강남구,강남구 개포동 660-4,37.48131943,127.05435181,2024-06-03 00:00:00,8.0,QR,395,21.093670886075948,2.6367088607594935,2,4,1,3,3,13,2.55,검토,0
4546,4546. 목동운동장 주경기장,6752,2025-06-01,2026-06-30,0.1501777251184834,0.2596267772511848,0.3281990521327014,0.20556872037914692,양천구,양천구 안양천로 939,37.53002167,126.88219452,2023-04-07 00:00:00,14.0,QR,395,17.093670886075948,1.2209764918625676,2,3,2,5,2,14,2.55,검토,3
476,476.광희문,8598,2025-06-01,2026-06-30,0.1558501977204001,0.23458943940451268,0.25354733658990464,0.2812281926029309,중구,서울특별시 중구 광희동2가 105-32,37.56443024,127.00995636,2020-01-29 00:00:00,10.0,QR,395,21.767088607594935,2.1767088607594935,2,3,2,3,3,13,2.55,검토,3
1539,1539. 4.19민주묘지역,5385,2025-06-01,2026-06-30,0.083008356545961,0.305849582172702,0.30194986072423396,0.27390900649953576,강북구,서울특별시 강북구 삼양로 519 4.19민주묘지역,37.64967346,127.01345062,2018-02-26 11:22:45,10.0,LCD,395,13.632911392405063,1.3632911392405063,2,1,4,5,2,14,2.55,검토,3
535,535. 응봉삼거리,6797,2025-06-01,2026-06-30,0.18478740620862144,0.25290569368839194,0.3230837134029719,0.2203913491246138,성동구,서울특별시 성동구 응봉동 134-26 응봉삼거리,37.5539856,127.03359222,2016-06-29 12:00:00,11.0,QR,395,17.207594936708862,1.5643268124280783,2,3,2,5,2,14,2.55,검토,3
1136,1136. 등촌2파출소,7281,2025-06-01,2026-06-30,0.2093119077049856,0.2130201895344046,0.24941628897129514,0.1519022112347205,강서구,서울특별시 강서구 등촌로 167,37.54478836,126.86199951,2017-04-24 10:00:22,8.0,LCD,395,18.432911392405064,2.304113924050633,2,4,1,3,3,13,2.55,검토,0
434,434. 신당 래미안 버스정류장,6641,2025-06-01,2026-06-30,0.21261858153892485,0.20027104351754255,0.31606685740099383,0.1861165487125433,중구,서울특별시 중구 퇴계로90길 74 신당 레미안 버스정류장 (112동 인근),37.56148911,127.02393341,2018-12-06 00:00:00,10.0,LCD,395,16.8126582278481,1.68126582278481,2,4,1,5,2,14,2.55,검토,0
1548,1548. 북서울 꿈의숲 서문,7232,2025-06-01,2026-06-30,0.06388274336283185,0.32632743362831856,0.43514933628318586,0.20063606194690264,강북구,서울특별시 강북구 월계로 173 북서울 꿈의숲 서문,37.62268829,127.03781128,2018-12-14 00:00:00,15.0,LCD,395,18.308860759493673,1.2205907172995782,2,1,4,5,2,14,2.55,검토,3
1367,1367. 길음문화복합미디어센터,8242,2025-06-01,2026-06-30,0.20965785003639895,0.2228827954380005,0.26025236593059936,0.19934481921863625,성북구,서울특별시 성북구 길음로7길 6 길음뉴타운9단지래미안 상가,37.60429764,127.02261353,2018-11-02 00:00:00,10.0,LCD,395,20.865822784810128,2.086582278481013,2,4,1,3,3,13,2.55,검토,0
848,848. 삼각지12번 출구,7791,2025-06-01,2026-06-30,0.09690668720318316,0.31716082659478884,0.2880246438197921,0.20228468745988962,용산구,서울특별시 용산구 이태원로 29 전쟁기념관,37.53488922,126.97562408,2020-03-28 00:00:00,10.0,QR,395,19.724050632911393,1.9724050632911392,2,1,4,5,2,14,2.55,검토,3
2337,2337. 대모산입구역 2번출구 앞,6181,2025-06-01,2026-06-30,0.173758291538586,0.2334573693577091,0.304319689370652,0.25190098689532436,강남구,서울특별시 강남구 영동대로 101,37.49207687,127.07197571,2017-06-13 09:38:26,10.0,LCD,395,15.648101265822785,1.5648101265822785,2,3,2,5,2,14,2.55,검토,3
406,406. 상암월드컵파크 7단지 앞,8043,2025-06-01,2026-06-30,0.16262588586348378,0.25115006838244436,0.2915578764142733,0.1990550789506403,마포구,서울특별시 마포구 월드컵로42길 22,37.58111191,126.88087463,2015-10-07 11:37:38,15.0,QR,395,20.362025316455696,1.3574683544303798,2,3,2,5,2,14,2.55,검토,3
2112,2112. 서울대입구역 마에스트로,8093,2025-06-01,2026-06-30,0.09440257012232794,0.3090324972198196,0.2928456690967503,0.3427653527740022,관악구,서울특별시 관악구 남부순환로 지하 1822,37.4813385,126.95064545,2017-05-26 09:46:35,15.0,LCD,395,20.48860759493671,1.3659071729957806,2,1,4,5,2,14,2.55,검토,3
1527,1527. 미아역 1번 출구 뒤,8959,2025-06-01,2026-06-30,0.15425828775532985,0.25918071213305055,0.2469025560888492,0.1946645831007925,강북구,서울특별시 강북구 미아동 194-1 미아역 1번 출구 뒤,37.62733459,127.02605438,2017-11-01 16:00:00,10.0,LCD,395,22.681012658227846,2.268101265822785,2,3,2,3,3,13,2.55,검토,3
1865,1865.금천구청앞(M빌딩),4109,2025-06-01,2026-06-30,0.21148697980043807,0.3012898515453882,0.18057921635434412,0.1384765149671453,금천구,시흥대로67 옆,37.45633316,126.89645386,2020-02-24 00:00:00,10.0,QR,395,10.40253164556962,1.0402531645569622,1,4,4,1,1,11,2.5000000000000004,검토,0
4266,4266.국민연금공단충정로사옥,4174,2025-06-01,2026-06-30,0.24556780067081935,0.27982750359367514,0.1859127934834691,0.15764254911356013,서대문구,서울 서대문구 충정로 36,37.56184769,126.96414948,2022-01-11 00:00:00,9.0,QR,395,10.567088607594936,1.1741209563994373,1,5,3,1,1,11,2.5000000000000004,검토,0
4896,4896. 송파레이크힐,1352,2025-06-01,2026-06-30,0.27514792899408286,0.27366863905325445,0.18269230769230768,0.13239644970414202,송파구,송파구 거여동 603,37.48688889,127.14169312,2021-11-10 00:00:00,10.0,QR,395,3.4227848101265823,0.34227848101265823,1,5,3,1,1,11,2.5000000000000004,검토,0
425,425. DMC첨단산업센터,4566,2025-06-01,2026-06-30,0.1946999561979851,0.32544897065265005,0.11629434954007885,0.0821287779237845,마포구,서울특별시 마포구 성암로330,37.58450317,126.88559723,2017-11-01 16:00:00,10.0,LCD,395,11.559493670886075,1.1559493670886076,1,4,4,1,1,11,2.5000000000000004,검토,2
2304,2304. 대현그린타워,4125,2025-06-01,2026-06-30,0.15224242424242423,0.3958787878787879,0.18933333333333333,0.13915151515151516,강남구,서울특별시 강남구 언주로 626,37.5116272,127.03565216,2017-06-13 10:36:12,10.0,QR,395,10.443037974683545,1.0443037974683544,1,3,5,1,1,11,2.5000000000000004,검토,2
2256,2256.양재동 꽃시장 입구,4151,2025-06-01,2026-06-30,0.1891110575764876,0.38376294868706334,0.1830884124307396,0.07154902433148638,서초구,서울특별시 서초구 강남대로 27,37.46768951,127.0403595,2017-06-01 10:48:00,10.0,QR,395,10.50886075949367,1.050886075949367,1,3,5,1,1,11,2.5000000000000004,검토,2
4781,4781. 브라운스위트레지던스,3430,2025-06-01,2026-06-30,0.3093294460641399,0.29067055393586005,0.1924198250728863,0.09970845481049563,중구,서울특별시 중구 중립동 340-1,37.56147003,126.96801758,2020-10-05 00:00:00,10.0,QR,395,8.683544303797468,0.8683544303797468,1,5,3,1,1,11,2.5000000000000004,검토,0
4802,4802. 새우개마을,3227,2025-06-01,2026-06-30,0.35419894638983573,0.27858692283854974,0.165478772854044,0.06941431670281996,중랑구,서울특별시 중랑구 신내동278-50,37.61571121,127.1010437,2021-02-15 00:00:00,8.0,QR,395,8.169620253164556,1.0212025316455695,1,5,3,1,1,11,2.5000000000000004,검토,0
2207,2207. 내곡파출소 뒤 정자,1940,2025-06-01,2026-06-30,0.20257731958762887,0.30927835051546393,0.20670103092783504,0.08608247422680412,서초구,서울특별시 서초구 헌릉로 226,37.45440674,127.06492615,2017-06-27 15:25:46,9.0,LCD,395,4.9113924050632916,0.5457102672292546,1,4,4,1,1,11,2.5000000000000004,검토,0
1242,1242. 문정 법조단지6,1719,2025-06-01,2026-06-30,0.16753926701570682,0.45200698080279234,0.20826061663758,0.133216986620128,송파구,서울특별시 송파구 법원로 101,37.48163223,127.11916351,2017-06-27 13:54:56,10.0,LCD,395,4.351898734177215,0.43518987341772153,1,3,5,1,1,11,2.5000000000000004,검토,2
198,198. 충정2교,5049,2025-06-01,2026-06-30,0.2582689641513171,0.27510398098633393,0.19528619528619529,0.11051693404634581,서대문구,서울특별시 서대문구 충정로3가 155-4,37.5621376,126.96377563,2016-07-06 12:00:00,15.0,QR,395,12.782278481012659,0.8521518987341773,1,5,3,1,1,11,2.5000000000000004,검토,0
4348,4348. 사당역 1번출구,1207,2025-06-01,2026-06-30,0.17729908864954433,0.34051367025683515,0.18475559237779618,0.14250207125103562,서초구,서초구 방배동 505-2,37.47597885,126.98390961,2024-11-01 00:00:00,5.0,QR,395,3.0556962025316454,0.6111392405063291,1,3,5,1,1,11,2.5000000000000004,검토,2
420,420. 서울시 공공자전거 상암센터,15596,2025-06-01,2026-06-30,0.07040266735060272,0.2949474224160041,0.49576814567837907,0.15010259040779686,마포구,서울특별시 마포구 월드컵북로47길 10,37.56624603,126.8961792,2015-10-07 11:39:12,37.0,QR,395,39.483544303797466,1.0671228190215531,4,1,3,5,1,14,2.5,일반,3
167,167. 연가초등학교 옆,6202,2025-06-01,2026-06-30,0.26813930990003226,0.20638503708481135,0.26475330538535957,0.1418897129958078,서대문구,서울특별시 서대문구 북가좌동 70-119,37.57946014,126.91712952,2016-06-29 12:00:00,15.0,QR,395,15.70126582278481,1.0467510548523207,2,5,1,4,1,13,2.5,일반,0
932,932. 예일여중,12420,2025-06-01,2026-06-30,0.09130434782608696,0.28421900161030594,0.285829307568438,0.24114331723027374,은평구,서울특별시 은평구 연서로 117 예일여중,37.61000443,126.91639709,2016-09-02 11:00:00,20.0,LCD,395,31.443037974683545,1.5721518987341772,3,1,3,5,2,14,2.5,일반,3
5871,5871. 건영상가 앞,7095,2025-06-01,2026-06-30,0.2845665961945032,0.21719520789288232,0.2284707540521494,0.15785764622973925,영등포구,도림로323,37.50611877,126.90161133,2023-07-18 00:00:00,13.0,QR,395,17.962025316455698,1.3816942551119769,2,5,1,2,2,12,2.5,일반,0
1770,1770.도봉한신아파트 주변,13996,2025-06-01,2026-06-30,0.1363961131751929,0.23642469276936268,0.1967705058588168,0.13653901114604172,도봉구,서울특별시 도봉구 도봉동 646-1,37.68473816,127.0500412,2020-07-30 00:00:00,15.0,QR,395,35.43291139240506,2.362194092827004,4,2,2,1,3,12,2.5,일반,0
494,494.신수동주민센터,5013,2025-06-01,2026-06-30,0.2744863355276282,0.21663674446439257,0.21623778176740474,0.13445042888489928,마포구,마포구 신수동 458,37.54724503,126.93502808,2020-09-16 00:00:00,5.0,QR,395,12.69113924050633,2.5382278481012657,1,5,1,2,3,12,2.5,일반,0
169,169. 북가좌 삼거리,6000,2025-06-01,2026-06-30,0.2655,0.22016666666666668,0.21033333333333334,0.133,서대문구,서울특별시 서대문구 북가좌동 400,37.57300186,126.90779877,2016-06-29 12:00:00,10.0,QR,395,15.189873417721518,1.5189873417721518,2,5,1,2,2,12,2.5,일반,0
4469,4469. 거여동 어울림아파트  102동앞,5688,2025-06-01,2026-06-30,0.14310829817158932,0.33825597749648384,0.22380450070323488,0.20059774964838256,송파구,오금로56길28,37.49198532,127.14373016,2021-01-04 00:00:00,10.0,QR,395,14.4,1.44,2,2,4,2,2,12,2.5,일반,3
1774,1774.정의여중고 버스정류소,4933,2025-06-01,2026-06-29,0.2282586661260896,0.2469085749037097,0.2639367524832759,0.2377863369146564,도봉구,서울특별시 도봉구 쌍문동 83-2,37.65134811,127.034729,2020-03-17 00:00:00,8.0,QR,394,12.52030456852792,1.56503807106599,1,4,2,4,2,13,2.5,일반,0
1725,1725. 창1동주민센터,5313,2025-06-01,2026-06-30,0.2785620176924525,0.1582909843779409,0.22661396574440051,0.16600790513833993,도봉구,서울특별시 도봉구 해등로 46 창1동주민센터,37.6475029,127.04331207,2017-11-28 11:32:55,10.0,LCD,395,13.450632911392406,1.3450632911392406,2,5,1,2,2,12,2.5,일반,0
4458,4458. 가락2동주민센터 인근,5875,2025-06-01,2026-06-30,0.1986382978723404,0.2629787234042553,0.23829787234042554,0.25174468085106383,송파구,중대로191,37.49917603,127.12589264,2021-01-04 00:00:00,10.0,QR,395,14.873417721518987,1.4873417721518987,2,4,2,2,2,12,2.5,일반,3
1714,1714. 도봉문화정보도서관 삼거리,4859,2025-06-01,2026-06-30,0.14221033134389793,0.3080880839678946,0.2693969952665157,0.12183576867668244,도봉구,서울특별시 도봉구 덕릉로 315 도봉문화정보도서관 삼거리,37.64463043,127.04460907,2017-11-01 16:00:00,10.0,LCD,395,12.30126582278481,1.230126582278481,1,2,4,4,2,13,2.5,일반,3
4234,4234. 에스테반,6454,2025-06-01,2026-06-30,0.32801363495506664,0.21335605825844436,0.24000619770684847,0.12271459559962813,마포구,마포구 만리재로 95,37.54891968,126.95951843,2021-10-28 00:00:00,10.0,QR,395,16.339240506329112,1.6339240506329111,2,5,1,2,2,12,2.5,일반,0
909,909. 백련산 힐스테이트 3차,6742,2025-06-01,2026-06-30,0.27514090774250965,0.1901512904182735,0.21299317709878374,0.17665381192524474,은평구,서울특별시 은평구 응암동 761-9 백련산 힐스테이트 3차,37.58699417,126.92288208,2016-09-02 11:00:00,10.0,QR,395,17.068354430379745,1.7068354430379746,2,5,1,2,2,12,2.5,일반,0
1514,1514. 강북구청 사거리 버스정류소 앞,10688,2025-06-01,2026-06-30,0.09122380239520958,0.2787238023952096,0.24766092814371257,0.3186751497005988,강북구,서울특별시 강북구 한천로 1009 강북구청 사거리 버스정류소,37.63880539,127.02835846,2017-05-11 09:29:29,10.0,LCD,395,27.058227848101264,2.7058227848101266,3,1,3,3,3,13,2.5,일반,3
4110,4110. 용두롯데캐슬리치아파트 앞,11686,2025-06-01,2026-06-30,0.1477836727708369,0.2561184323121684,0.2572308745507445,0.25047064863939755,동대문구,서울특별시 동대문구 용두동 150-32,37.57958603,127.03024292,2020-09-21 00:00:00,10.0,QR,395,29.58481012658228,2.958481012658228,3,2,2,3,3,13,2.5,일반,3
802,802. 한강진역 2번 출구 앞,4738,2025-06-01,2026-06-30,0.1650485436893204,0.29548332629801605,0.26445757703672435,0.21190375685943436,용산구,서울특별시 용산구 한남동 726-494 한강진역 2번 출구 앞,37.54115295,127.00221252,2016-06-29 12:00:00,9.0,LCD,395,11.99493670886076,1.3327707454289732,1,3,3,4,2,13,2.5,일반,3
6063,6063.NH농협은행(신당역6번출구),4793,2025-10-23,2026-06-30,0.08470686417692468,0.2660129355309827,0.2501564781973712,0.26976841226789067,중구,중구 다산로 240 동원빌딩,37.56428146,127.01620483,2025-10-23 00:00:00,6.0,QR,251,19.095617529880478,3.182602921646746,2,1,3,3,4,13,2.5,일반,3
745,745. 강서초등학교,6948,2025-06-01,2026-06-30,0.24208405296488197,0.2584916522740357,0.2374784110535406,0.12723085780080598,양천구,서울특별시 양천구 오목로 31 부근,37.52228165,126.83969879,2017-11-01 16:00:00,10.0,LCD,395,17.58987341772152,1.758987341772152,2,4,2,2,2,12,2.5,일반,0
813,813. 삼각지역 3번출구,9498,2025-06-01,2026-06-30,0.08254369340913877,0.26889871551905664,0.3300694883133291,0.34259844177721627,용산구,서울특별시 용산구 한강로1가 228-1 삼각지역 3번출구,37.53351212,126.97227478,2016-06-29 12:00:00,20.0,QR,395,24.045569620253165,1.2022784810126583,3,1,3,5,2,14,2.5,일반,3
1275,1275. 거여초등학교 옆,6142,2025-06-01,2026-06-30,0.2629436665581244,0.2271247150765223,0.2619667860631716,0.11169000325626832,송파구,서울특별시 송파구 마천로25길 18,37.50458908,127.13936615,2017-12-22 14:47:47,15.0,LCD,395,15.549367088607594,1.0366244725738396,2,5,1,4,1,13,2.5,일반,0
1349,1349. 월계2교 버스정류장 앞,5109,2025-06-01,2026-06-30,0.19592875318066158,0.24466627520062634,0.2736347621843805,0.14777843022117831,성북구,서울특별시 성북구 한천로101길 18 월계2교 버스정유장 앞,37.62382889,127.05020142,2017-11-13 09:28:37,10.0,LCD,395,12.934177215189873,1.2934177215189873,1,4,2,4,2,13,2.5,일반,0
591,591. 건국대학교 (행정관),9278,2025-06-01,2026-06-30,0.05119637852985557,0.29154990299633543,0.13052381978874758,0.1130631601638284,광진구,서울특별시 광진구 능동로 120 행정관,37.54277802,127.07537079,2017-08-30 16:29:21,5.0,LCD,395,23.48860759493671,4.697721518987342,3,1,3,1,4,12,2.5,일반,2
3553,3553.마장역3번출구,7142,2025-06-01,2026-06-30,0.17936152338280595,0.2873144777373285,0.2286474376925231,0.22206664799775974,성동구,서울특별시 성동구 마장로 302,37.565979,127.04311371,2020-04-14 00:00:00,10.0,QR,395,18.08101265822785,1.8081012658227849,2,3,3,2,2,12,2.5,일반,3
1441,1441. 신내능말공원,6882,2025-06-01,2026-06-30,0.3241790177274048,0.19195001453065968,0.22464399883754724,0.16201685556524267,중랑구,서울특별시 중랑구 신내역로 165 신내 데시앙포레,37.61670685,127.11026001,2017-04-26 15:05:17,10.0,LCD,395,17.422784810126583,1.7422784810126584,2,5,1,2,2,12,2.5,일반,0
2549,2549.호반써밋서초파크 403동,6233,2025-06-01,2026-06-30,0.34269212257339965,0.20503770255093856,0.2284614150489331,0.1358896197657629,서초구,우면동 788,37.45924759,127.02390289,2020-06-15 00:00:00,10.0,QR,395,15.779746835443039,1.5779746835443038,2,5,1,2,2,12,2.5,일반,0
4687,4687. 역촌센트레빌아파트 101동 앞,6149,2025-06-01,2026-06-30,0.3068791673442836,0.19255163441209952,0.23759960969263294,0.08863229793462352,은평구,은평구 갈현로3나길 23 101동 앞,37.60354233,126.90672302,2022-08-26 00:00:00,10.0,QR,395,15.567088607594936,1.5567088607594937,2,5,1,2,2,12,2.5,일반,0
2048,2048. 삼일초등학교 인근,7938,2025-06-01,2026-06-30,0.2491811539430587,0.15873015873015872,0.22990677752582514,0.21189216427311666,동작구,서울특별시 동작구 사당로23나길 27,37.48907852,126.97356415,2017-05-26 10:05:43,10.0,LCD,395,20.09620253164557,2.009620253164557,2,5,1,2,2,12,2.5,일반,0
1402,1402. 금란주차장 앞,9420,2025-06-01,2026-06-30,0.1800424628450106,0.19819532908704884,0.2589171974522293,0.21496815286624205,중랑구,서울특별시 중랑구 망우로 448 금란주차장 앞,37.60007095,127.10233307,2017-04-26 14:51:58,10.0,LCD,395,23.848101265822784,2.3848101265822783,3,3,1,3,3,13,2.5,일반,0
4634,4634. 이태원역 3번 출구,5723,2025-06-01,2026-06-30,0.04700331993709593,0.2811462519657522,0.396819849729163,0.3852874366590949,용산구,서울특별시 용산구 이태원로 186 국민은행,37.53440094,126.99466705,2022-03-16 00:00:00,5.0,QR,395,14.48860759493671,2.8977215189873418,2,1,3,5,3,14,2.5,일반,3
1325,1325. 상월곡역 4번출구,6935,2025-06-01,2026-06-30,0.11218457101658255,0.32372025955299205,0.23821196827685653,0.1382840663302091,성북구,서울특별시 성북구 화랑로 148 성북구 상월곡동 산7-1,37.60580826,127.04773712,2017-04-26 14:58:56,10.0,LCD,395,17.556962025316455,1.7556962025316456,2,2,4,2,2,12,2.5,일반,2
2364,2364. 도산공원교차로,5448,2025-06-01,2026-06-30,0.0974669603524229,0.3849118942731278,0.2118208516886931,0.19383259911894274,강남구,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985,2017-11-01 16:00:00,10.0,LCD,395,13.79240506329114,1.379240506329114,2,1,5,2,2,12,2.5,일반,2
2426,2426.강남한신휴플러스 6단지,7164,2025-06-01,2026-06-30,0.3509212730318258,0.15647682858738135,0.22138470128419876,0.14517029592406477,강남구,강남구 율현동 333-1,37.46829605,127.10469818,2020-02-18 00:00:00,10.0,QR,395,18.136708860759494,1.8136708860759494,2,5,1,2,2,12,2.5,일반,0
1170,1170. 강서구보건소,9850,2025-06-01,2026-06-30,0.14040609137055837,0.24751269035532994,0.25086294416243654,0.21055837563451776,강서구,강서구 공항대로 571 ,37.54917908,126.8687973,2018-10-04 00:00:00,11.0,LCD,395,24.936708860759495,2.266973532796318,3,2,2,3,3,13,2.5,일반,3
964,964. 북한산힐스테이트 7차아파트,5158,2025-06-01,2026-06-30,0.21578131058549826,0.24253586661496704,0.276851492826677,0.1950368359829391,은평구,서울특별시 은평구 통일로 796 북한산 힐스테이트7차,37.61654282,126.92512512,2018-10-16 00:00:00,10.0,LCD,395,13.058227848101266,1.3058227848101267,1,4,2,4,2,13,2.5,일반,0
590,590. 건국대학교 (입학정보관),21907,2025-06-01,2026-06-30,0.1683023691057653,0.19733418542018533,0.1366229972155019,0.14625462181038024,광진구,서울특별시 광진구 능동로 120 입학정보관,37.53989029,127.07336426,2017-08-30 16:27:59,20.0,LCD,395,55.460759493670885,2.773037974683544,4,3,1,1,3,12,2.5,일반,0
4684,4684. 응암2동주민센터 버스정류장(영락중학교 방면),5398,2025-06-01,2026-06-30,0.2623193775472397,0.1670989255279733,0.23156724712856613,0.1459799925898481,은평구,은평구 백련산로 112,37.59586716,126.92349243,2022-06-03 00:00:00,10.0,QR,395,13.665822784810127,1.3665822784810127,2,5,1,2,2,12,2.5,일반,0
2521,2521.서초 크로바타워 앞,8326,2025-06-01,2026-06-30,0.19060773480662985,0.25378332932981024,0.23264472736007688,0.15013211626231082,서초구,서초구 서초대로 347,37.49556351,127.0191803,2020-02-20 00:00:00,13.0,QR,395,21.078481012658226,1.621421616358325,2,4,2,2,2,12,2.5,일반,0
2178,2178. 서울대학교 정문,8386,2025-06-01,2026-06-30,0.052110660624850945,0.3938707369425233,0.27009301216312903,0.19067493441450037,관악구,서울특별시 관악구 관악로 1 서울대학교,37.46709442,126.94932556,2018-10-11 00:00:00,20.0,LCD,395,21.230379746835442,1.061518987341772,2,1,5,4,1,13,2.5,일반,3
4829,4829. 신내동 한살림 중랑지구 건너편,4081,2025-06-01,2026-06-30,0.3383974516049988,0.1627052193089929,0.2190639549130115,0.1705464346973781,중랑구,서울특별시 중랑구 신내동 574-1,37.60446167,127.09741211,2021-10-08 00:00:00,5.0,QR,395,10.331645569620253,2.0663291139240507,1,5,1,2,3,12,2.5,일반,0
2915,2915.서울과학기술대학교(어학교육원),26750,2025-06-01,2026-06-30,0.12205607476635515,0.2576448598130841,0.19170093457943926,0.14153271028037384,노원구,서울특별시 노원구 공릉로58길 130 서울과학기술대학교 생활관,37.63489914,127.07767487,2020-03-24 00:00:00,35.0,QR,395,67.72151898734177,1.934900542495479,5,2,2,1,2,12,2.5,일반,2
2196,2196. 봉천역 3번출구,6617,2025-06-01,2026-06-30,0.11938945141302705,0.3067855523651201,0.2729333534834517,0.2404412875925646,관악구,남부순환로 1700,37.4833107,126.93902588,2020-04-28 00:00:00,15.0,QR,395,16.751898734177214,1.1167932489451475,2,2,4,4,1,13,2.5,일반,3
4958,4958. 고덕래미안힐스테이트 아파트 211동,6707,2025-06-01,2026-06-30,0.3736394811391084,0.12106754137468316,0.2160429402117191,0.0887132846280006,강동구,강동구 고덕동 490,37.55949402,127.14512634,2024-09-24 00:00:00,10.0,QR,395,16.979746835443038,1.6979746835443037,2,5,1,2,2,12,2.5,일반,0
3644,3644. 상록수아파트,5723,2025-06-01,2026-06-30,0.14502883103267517,0.23309453084046827,0.30560894635680586,0.2302987943386336,강남구,광평로10길 15,37.48276138,127.08042145,2021-07-13 00:00:00,5.0,QR,395,14.48860759493671,2.8977215189873418,2,2,2,5,3,14,2.5,일반,3
5777,5777. 호반써밋12단지,6477,2025-06-01,2026-06-30,0.2785240080284082,0.19592403890690135,0.23390458545622975,0.1392620040142041,송파구,송파구 거여동 657,37.48448563,127.14067841,2023-07-12 00:00:00,11.0,QR,395,16.39746835443038,1.4906789413118526,2,5,1,2,2,12,2.5,일반,0
5319,5319. 연해피빌 앞,16378,2025-06-01,2026-06-30,0.12938087678593235,0.22756136280376113,0.18830137989986567,0.14904139699597022,노원구,노원구 공릉로62가길 14,37.63645935,127.07276917,2022-11-29 00:00:00,10.0,QR,395,41.4632911392405,4.14632911392405,4,2,1,1,4,12,2.45,일반,0
2548,2548.반포1동 자율방범초소 옆,4931,2025-06-01,2026-06-30,0.21192455891299938,0.28168728452646524,0.2577570472520787,0.18251875887243968,서초구,반포동 28-4,37.50847626,127.01676178,2020-06-15 00:00:00,18.0,QR,395,12.48354430379747,0.6935302390998594,1,4,3,3,1,12,2.45,일반,0
4808,4808. 신내2동 주민센터 앞,8190,2025-06-01,2026-06-30,0.08327228327228327,0.3333333333333333,0.2221001221001221,0.21147741147741148,중랑구,서울특별시 중랑구 봉화산로 190,37.60641098,127.09404755,2021-02-16 00:00:00,8.0,QR,395,20.734177215189874,2.5917721518987342,2,1,4,2,3,12,2.45,일반,3
2270,2270. 서초포레스타 7단지,4029,2025-06-01,2026-06-30,0.29486224869694716,0.2539091586001489,0.2479523454951601,0.09208240258128568,서초구,서울특별시 신원동 266,37.44896698,127.05773926,2017-11-01 16:00:00,10.0,LCD,395,10.2,1.02,1,5,2,3,1,12,2.45,일반,0
301,301. 경복궁역 7번출구 앞,10633,2025-06-01,2026-06-30,0.22260885921188753,0.22524217060095927,0.22458384275369134,0.17417473902003197,종로구,서울특별시 종로구 사직로 지하130 경복궁역 7번출구 앞,37.57579422,126.97145081,2015-10-07 12:03:46,20.0,QR,395,26.91898734177215,1.3459493670886076,3,4,1,2,2,12,2.45,일반,0
452,452. 동대문 종합시장 버스정류장,9452,2025-06-01,2026-06-30,0.13891239949217096,0.2746508675412611,0.21519255184088024,0.21170122725349133,종로구,서울특별시 종로구 종로 239 동대문 종합시장 버스정류장,37.57123947,127.00440979,2018-10-23 00:00:00,13.0,QR,395,23.929113924050633,1.8407010710808178,3,2,3,2,2,12,2.45,일반,3
3937,3937. 개봉역 신영지웰에스테이트,1450,2025-06-01,2026-06-30,0.29379310344827586,0.25310344827586206,0.25655172413793104,0.19310344827586207,구로구,구로구 개봉동 171-2,37.49563599,126.85797882,2024-07-01 00:00:00,10.0,QR,395,3.670886075949367,0.3670886075949367,1,5,2,3,1,12,2.45,일반,0
3609,3609. 언주초등학교 입구,7200,2025-06-01,2026-06-30,0.13930555555555554,0.36916666666666664,0.19277777777777777,0.18291666666666667,강남구,남부순환로2641,37.48536682,127.03849792,2021-02-24 00:00:00,16.0,QR,395,18.227848101265824,1.139240506329114,2,2,5,1,1,11,2.45,일반,2
4604,4604. 원효로다목적체육관 앞,6132,2025-06-01,2026-06-30,0.1461187214611872,0.3876386170906719,0.19846705805609915,0.1322570123939987,용산구,서울특별시 용산구 원효로3가 54-14,37.5332222,126.95723724,2020-10-30 00:00:00,15.0,QR,395,15.524050632911392,1.0349367088607595,2,2,5,1,1,11,2.45,일반,2
2007,2007. 유한양행앞,27,2026-06-29,2026-06-30,0.1111111111111111,0.4444444444444444,0.0,0.4074074074074074,동작구,서울특별시 동작구 노량진로 74,37.51293945,126.93424225,2017-05-12 10:58:12,20.0,LCD,2,13.5,0.675,2,2,5,1,1,11,2.45,일반,2
2626,"2626.경찰병원역 1,2번 출구 사이",6641,2025-06-01,2026-06-30,0.25598554434573106,0.2516187321186568,0.20493901520855293,0.13446770064749286,송파구,가락동 59,37.49569321,127.12385559,2020-01-20 00:00:00,15.0,QR,395,16.8126582278481,1.12084388185654,2,5,2,1,1,11,2.45,일반,0
